PROVINCIE,GEMEENTENUMMER,GEMEENTENAAM,SOORT INSTELLING,BRIN NUMMER ACTUEEL,INSTELLINGSNAAM ACTUEEL,CROHO ONDERDEEL,CROHO SUBONDERDEEL,OPLEIDINGSCODE ACTUEEL,OPLEIDINGSNAAM ACTUEEL,OPLEIDINGSVORM,OPLEIDINGSFASE ACTUEEL,SOORT DIPLOMA,2011 MAN,2011 VROUW,2012 MAN,2012 VROUW,2013 MAN,2013 VROUW,2014 MAN,2014 VROUW,2015 MAN,2015 VROUW
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),66588,M Tandheelkunde,voltijd onderwijs,master,wo master,0,0,15,25,16,25,18,40,26,30
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),66851,M Health Sciences,voltijd onderwijs,master,wo master,19,156,22,143,16,150,24,116,18,145
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),66903,M Global Health (research),voltijd onderwijs,master,wo master,0,0,0,0,0,5,1,10,1,23
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),66950,"M Human Movement Sciences: Sport, Exercise and Health",voltijd onderwijs,master,wo master,38,67,68,67,61,62,58,58,56,55
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),66990,M Biomedical Sciences,voltijd onderwijs,master,wo master,9,34,8,25,13,23,7,31,13,26
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),69317,M Musculoskeletal Physiotherapy Sciences,voltijd onderwijs,master,wo master,0,0,0,0,0,0,0,0,2,2
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),50426,B Computer Science,voltijd onderwijs,bachelor,wo bachelor,0,0,0,0,15,4,23,0,23,3
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),50668,B Aarde en Economie,voltijd onderwijs,bachelor,wo bachelor,20,14,30,18,26,8,28,10,29,15
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),50670,"B Science, Business & Innovation",voltijd onderwijs,bachelor,wo bachelor,23,4,31,10,32,6,34,15,47,13
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),50800,B Medische Natuurwetenschappen,voltijd onderwijs,bachelor,wo bachelor,18,16,12,12,6,12,11,22,18,17
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),56856,B Business Analytics,deeltijd onderwijs,bachelor,wo bachelor,0,0,1,0,0,0,1,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),56856,B Business Analytics,duaal onderwijs,bachelor,wo bachelor,0,0,0,1,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),56856,B Business Analytics,voltijd onderwijs,bachelor,wo bachelor,6,5,15,11,18,7,15,7,28,11
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),56857,B Scheikunde,voltijd onderwijs,bachelor,wo bachelor,3,4,8,7,10,9,5,3,11,3
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),56860,B Biologie,voltijd onderwijs,bachelor,wo bachelor,12,19,17,15,13,16,11,7,14,5
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),56869,"B Informatie, Multimedia en Management",voltijd onderwijs,bachelor,wo bachelor,18,0,19,4,17,3,32,5,32,8
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),56978,B Informatica,voltijd onderwijs,bachelor,wo bachelor,32,5,26,2,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),56980,B Wiskunde,deeltijd onderwijs,bachelor,wo bachelor,0,0,1,1,2,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),56980,B Wiskunde,voltijd onderwijs,bachelor,wo bachelor,9,1,5,4,6,7,7,3,4,6
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),56983,B Lifestyle Informatics,voltijd onderwijs,bachelor,wo bachelor,11,3,13,5,13,5,7,21,15,15
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),56984,B Natuur- en Sterrenkunde,voltijd onderwijs,bachelor,wo bachelor,14,5,8,6,11,2,14,3,8,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),56986,B Aardwetenschappen,voltijd onderwijs,bachelor,wo bachelor,28,18,28,21,24,15,39,17,29,16
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),56989,B Farmaceutische Wetenschappen,voltijd onderwijs,bachelor,wo bachelor,12,22,8,22,7,20,18,30,29,34
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),60106,M Bioinformatics,voltijd onderwijs,master,wo master,12,1,2,4,7,5,9,7,14,4
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),60202,M Physics,voltijd onderwijs,master,wo master,8,2,6,1,9,4,16,9,17,8
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),60255,M Information Sciences,voltijd onderwijs,master,wo master,38,7,22,5,26,6,23,3,34,5
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),60300,M Computer Science,voltijd onderwijs,master,wo master,31,6,33,3,29,6,29,7,25,4
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),60607,M Ecology,voltijd onderwijs,master,wo master,5,10,6,5,4,11,10,17,6,2
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),60616,M Biomolecular Sciences,voltijd onderwijs,master,wo master,22,28,16,20,7,31,21,19,14,19
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),60800,M Medical Natural Sciences,voltijd onderwijs,master,wo master,3,3,7,3,4,9,9,4,7,7
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),60801,M Stochastics and Financial Mathematics,voltijd onderwijs,master,wo master,5,2,3,0,5,0,4,0,4,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),60802,M Parallel and Distributed Computer Systems,voltijd onderwijs,master,wo master,12,3,11,0,9,4,10,4,4,2
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),60803,"M Management, Policy Analysis and Entrepreneurship in the Health and Life Sciences",voltijd onderwijs,master,wo master,23,48,19,45,15,43,23,46,25,73
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),60806,M Neurosciences (research),voltijd onderwijs,master,wo master,13,29,12,22,14,20,20,27,4,25
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),60807,M Hydrology,voltijd onderwijs,master,wo master,8,13,9,7,14,3,11,9,8,12
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),65000,M Geosciences of Basins and Lithosphere (research) (joint degree),voltijd onderwijs,master,wo master,1,0,2,2,2,0,1,1,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),65014,M Computer Science (joint degree),voltijd onderwijs,master,wo master,0,0,0,0,0,0,0,0,3,1
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),66856,M Business Analytics,deeltijd onderwijs,master,wo master,1,1,0,0,1,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),66856,M Business Analytics,duaal onderwijs,master,wo master,2,2,2,4,1,0,2,1,6,2
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),66856,M Business Analytics,voltijd onderwijs,master,wo master,13,9,17,6,8,5,13,11,7,2
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),66857,M Chemistry,voltijd onderwijs,master,wo master,21,9,19,13,26,10,16,8,20,19
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),66860,M Biology,voltijd onderwijs,master,wo master,3,4,1,1,2,4,2,5,1,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),66980,M Mathematics,deeltijd onderwijs,master,wo master,0,1,0,0,0,1,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),66980,M Mathematics,voltijd onderwijs,master,wo master,9,2,7,0,10,6,3,2,7,3
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),66981,M Artificial Intelligence,voltijd onderwijs,master,wo master,19,1,14,2,10,7,12,1,20,6
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),66986,M Earth Sciences,voltijd onderwijs,master,wo master,19,10,8,18,16,9,22,15,23,16
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),66989,M Drug Discovery and Safety,voltijd onderwijs,master,wo master,15,17,7,2,8,19,15,20,11,14
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68500,M Leraar Voorbereidend Hoger Onderwijs in Aardrijkskunde,deeltijd onderwijs,master,wo postmaster,1,0,1,0,3,2,3,1,0,2
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68500,M Leraar Voorbereidend Hoger Onderwijs in Aardrijkskunde,voltijd onderwijs,master,wo postmaster,3,3,5,6,2,3,2,2,1,1
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68501,M Leraar Voorbereidend Hoger Onderwijs in Algemene Economie,deeltijd onderwijs,master,wo postmaster,2,1,1,1,0,0,0,1,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68501,M Leraar Voorbereidend Hoger Onderwijs in Algemene Economie,voltijd onderwijs,master,wo postmaster,0,1,2,2,3,1,2,1,3,3
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68502,M Leraar Voorbereidend Hoger Onderwijs in Biologie,deeltijd onderwijs,master,wo postmaster,1,2,0,0,2,0,0,0,0,1
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68502,M Leraar Voorbereidend Hoger Onderwijs in Biologie,voltijd onderwijs,master,wo postmaster,0,4,2,3,2,1,3,2,1,2
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68503,M Leraar Voorbereidend Hoger Onderwijs in Duits,deeltijd onderwijs,master,wo postmaster,0,0,0,0,0,1,1,2,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68503,M Leraar Voorbereidend Hoger Onderwijs in Duits,voltijd onderwijs,master,wo postmaster,1,2,0,1,0,0,0,1,1,2
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68504,M Leraar Voorbereidend Hoger Onderwijs in Engels,deeltijd onderwijs,master,wo postmaster,1,5,1,3,0,1,0,2,1,2
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68504,M Leraar Voorbereidend Hoger Onderwijs in Engels,voltijd onderwijs,master,wo postmaster,2,2,1,4,1,3,2,5,2,5
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68506,M Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting,deeltijd onderwijs,master,wo postmaster,0,1,1,2,1,0,0,1,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68506,M Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting,voltijd onderwijs,master,wo postmaster,12,6,4,7,9,5,6,2,8,3
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68507,M Leraar Voorbereidend Hoger Onderwijs in Godsdienst en Levensbeschouwing,deeltijd onderwijs,master,wo postmaster,0,0,0,1,0,0,0,1,1,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68507,M Leraar Voorbereidend Hoger Onderwijs in Godsdienst en Levensbeschouwing,voltijd onderwijs,master,wo postmaster,4,4,4,4,1,0,1,1,3,2
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68509,M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen,deeltijd onderwijs,master,wo postmaster,1,1,1,1,1,1,0,1,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68509,M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen,voltijd onderwijs,master,wo postmaster,6,8,6,7,3,5,2,5,2,4
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68511,M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde,deeltijd onderwijs,master,wo postmaster,1,0,0,1,0,0,1,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68511,M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde,voltijd onderwijs,master,wo postmaster,0,0,1,0,2,0,0,0,0,2
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68512,M Leraar Voorbereidend Hoger Onderwijs in Nederlands,deeltijd onderwijs,master,wo postmaster,1,4,1,2,2,1,1,3,1,1
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68512,M Leraar Voorbereidend Hoger Onderwijs in Nederlands,voltijd onderwijs,master,wo postmaster,2,3,2,9,3,8,0,7,3,7
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68513,M Leraar Voorbereidend Hoger Onderwijs in Scheikunde,deeltijd onderwijs,master,wo postmaster,0,1,2,0,0,0,1,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68513,M Leraar Voorbereidend Hoger Onderwijs in Scheikunde,voltijd onderwijs,master,wo postmaster,0,3,2,0,0,0,1,2,0,1
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68516,M Leraar Voorbereidend Hoger Onderwijs in Wiskunde,deeltijd onderwijs,master,wo postmaster,1,1,1,1,1,1,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68516,M Leraar Voorbereidend Hoger Onderwijs in Wiskunde,voltijd onderwijs,master,wo postmaster,4,1,0,2,2,0,0,1,1,1
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68517,M Leraar Voorbereidend Hoger Onderwijs in Frans,deeltijd onderwijs,master,wo postmaster,0,1,1,0,0,0,1,2,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68517,M Leraar Voorbereidend Hoger Onderwijs in Frans,voltijd onderwijs,master,wo postmaster,2,0,0,7,1,3,0,5,0,1
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68518,M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie,deeltijd onderwijs,master,wo postmaster,3,2,3,3,0,1,2,0,3,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68518,M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie,voltijd onderwijs,master,wo postmaster,3,6,3,1,5,2,3,2,4,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68519,M Leraar Voorbereidend Hoger Onderwijs in Griekse en Latijnse Taal en Cultuur,deeltijd onderwijs,master,wo postmaster,2,0,0,1,3,1,0,0,1,1
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68519,M Leraar Voorbereidend Hoger Onderwijs in Griekse en Latijnse Taal en Cultuur,voltijd onderwijs,master,wo postmaster,2,4,1,2,4,3,3,3,1,3
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68520,M Leraar Voorbereidend Hoger Onderwijs in Latijnse Taal en Cultuur,deeltijd onderwijs,master,wo postmaster,0,0,0,0,0,0,0,1,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,68520,M Leraar Voorbereidend Hoger Onderwijs in Latijnse Taal en Cultuur,voltijd onderwijs,master,wo postmaster,0,0,1,0,0,0,0,1,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,recht,n.v.t. (recht),50700,B Rechtsgeleerdheid,deeltijd onderwijs,bachelor,wo bachelor,4,12,6,6,5,12,3,14,6,7
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,recht,n.v.t. (recht),50700,B Rechtsgeleerdheid,voltijd onderwijs,bachelor,wo bachelor,141,198,117,195,82,167,86,168,79,161
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,recht,n.v.t. (recht),56828,B Notarieel Recht,deeltijd onderwijs,bachelor,wo bachelor,0,3,0,1,0,3,0,1,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,recht,n.v.t. (recht),56828,B Notarieel Recht,voltijd onderwijs,bachelor,wo bachelor,4,20,7,9,7,7,3,13,6,14
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,recht,n.v.t. (recht),60072,M International Business Law,voltijd onderwijs,master,wo master,8,12,4,18,1,10,8,19,10,22
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,recht,n.v.t. (recht),60084,M Rechtsgeleerdheid,deeltijd onderwijs,master,wo master,7,23,1,3,4,9,1,3,0,12
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,recht,n.v.t. (recht),60084,M Rechtsgeleerdheid,voltijd onderwijs,master,wo master,108,172,55,130,77,145,74,156,69,162
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,recht,n.v.t. (recht),60408,M Ondernemingsrecht,voltijd onderwijs,master,wo master,7,12,10,6,15,6,6,7,23,21
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,recht,n.v.t. (recht),60685,M Law and Politics of International Security,voltijd onderwijs,master,wo master,4,5,8,20,12,19,8,19,10,19
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,recht,n.v.t. (recht),66724,M International Crimes and Criminology,voltijd onderwijs,master,wo master,3,15,2,15,1,18,3,12,4,14
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,recht,n.v.t. (recht),66827,M Fiscaal Recht,deeltijd onderwijs,master,wo master,0,0,0,0,1,1,0,0,1,1
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,recht,n.v.t. (recht),66827,M Fiscaal Recht,voltijd onderwijs,master,wo master,5,2,16,14,29,28,29,14,30,17
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,recht,n.v.t. (recht),66828,M Notarieel Recht,deeltijd onderwijs,master,wo master,1,5,0,2,0,2,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,recht,n.v.t. (recht),66828,M Notarieel Recht,voltijd onderwijs,master,wo master,4,12,9,8,0,5,1,8,2,8
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,sectoroverstijgend,sectoroverstijgend,55002,B Liberal Arts and Sciences (joint degree),voltijd onderwijs,bachelor,wo bachelor,0,0,33,57,30,48,36,75,44,70
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),50902,B Religiewetenschappen,deeltijd onderwijs,bachelor,wo bachelor,0,0,0,0,0,0,0,1,1,1
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),50902,B Religiewetenschappen,voltijd onderwijs,bachelor,wo bachelor,0,0,0,0,0,0,1,10,3,5
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),55004,B Theologie (joint degree),deeltijd onderwijs,bachelor,wo bachelor,0,0,0,0,0,0,2,0,1,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),55004,B Theologie (joint degree),voltijd onderwijs,bachelor,wo bachelor,0,0,0,0,3,3,9,0,3,2
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),55822,"B Media, Kunst, Design en Architectuur",voltijd onderwijs,bachelor,wo bachelor,0,0,0,0,0,0,0,0,3,11
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),55823,B Literatuur en Samenleving,voltijd onderwijs,bachelor,wo bachelor,0,0,0,0,0,0,0,0,1,5
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56003,B Griekse en Latijnse Taal en Cultuur,deeltijd onderwijs,bachelor,wo bachelor,0,0,0,0,0,1,1,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56003,B Griekse en Latijnse Taal en Cultuur,voltijd onderwijs,bachelor,wo bachelor,2,7,2,3,2,1,1,5,1,1
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56034,B Geschiedenis,deeltijd onderwijs,bachelor,wo bachelor,1,1,1,2,0,0,1,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56034,B Geschiedenis,voltijd onderwijs,bachelor,wo bachelor,26,21,24,15,23,13,22,11,14,10
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56081,B Wijsbegeerte,deeltijd onderwijs,bachelor,wo bachelor,3,4,1,0,0,0,0,2,1,1
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56081,B Wijsbegeerte,voltijd onderwijs,bachelor,wo bachelor,15,7,6,2,6,3,4,2,5,2
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56109,B Theologie,deeltijd onderwijs,bachelor,wo bachelor,2,0,2,2,0,1,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56109,B Theologie,voltijd onderwijs,bachelor,wo bachelor,9,7,15,3,13,4,2,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56114,B Religie en Levensbeschouwing,deeltijd onderwijs,bachelor,wo bachelor,0,2,0,1,0,1,0,0,0,0
